,course_title,Channel Title,Subscriber Count,Views,Likes,Comment Count,Language,Duration (Seconds),Theme,clean_course_title
11816,"DevOps: CI/CD Introduction (Continuous Integration, Continuous Delivery, Continuous Deployment)",KodeKloud,172000,105901,1552,39,Unknown,249,Continuous Integration/Continuous Deployment,DevOps CICD Introduction Continuous Integration Continuous Delivery Continuous Deployment
11817,What is Continuous Delivery?,IBM Technology,610000,106073,2588,54,en,351,Continuous Integration/Continuous Deployment,Continuous Delivery
11818,What is Continuous Integration?,freeCodeCamp.org,8830000,53017,657,15,en,105,Continuous Integration/Continuous Deployment,Continuous Integration
11819,CI CD Pipeline Using Jenkins | Continuous Integration and Deployment | DevOps Tutorial | Edureka,edureka!,3900000,758456,11855,276,en,1955,Continuous Integration/Continuous Deployment,CI CD Pipeline Jenkins  Continuous Integration Deployment  DevOps Tutorial  Edureka
11820,Continuous Integration vs Continuous Delivery vs Continuous Deployment,Bharath thippireddy,24800,4100,107,7,en,300,Continuous Integration/Continuous Deployment,Continuous Integration vs Continuous Delivery vs Continuous Deployment
11821,"Difference between Continuous Integration, Delivery & Deployment",Automation Step by Step,494000,14577,160,22,en,118,Continuous Integration/Continuous Deployment,Difference Continuous Integration Delivery  Deployment
11822,What is CI/CD? (In 40 seconds) 👩‍💻 #technology #programming #software #opensource #devops,Coding with Lewis,483000,81365,4740,28,Unknown,41,Continuous Integration/Continuous Deployment,CICD In 40 seconds  technology programming software opensource devops
11823,What is Continuous Integration? | DevOps Training | Visualpath,Visualpath,25000,1930,66,6,en,473,Continuous Integration/Continuous Deployment,Continuous Integration  DevOps Training  Visualpath
11824,Continuous Integration vs Feature Branch Workflow,Continuous Delivery,190000,177434,6386,921,en,1051,Continuous Integration/Continuous Deployment,Continuous Integration vs Feature Branch Workflow
11825,What is CI/CD Pipeline? (in Layman's terms),CodeWithHarry,5220000,214095,7190,518,hi,446,Continuous Integration/Continuous Deployment,CICD Pipeline in Laymans terms
11826,"O que é Continuous Delivery, Continuous Integration e Continuous Deployment?",Waldemar Neto - Dev Lab,18800,16608,827,22,pt,696,Continuous Integration/Continuous Deployment,que  Continuous Delivery Continuous Integration e Continuous Deployment
11827,What is Continuous Integration (CI)?,CircleCI,7680,111801,39,3,en,55,Continuous Integration/Continuous Deployment,Continuous Integration CI
11828,Do you know this Difference between Continuous Integration Delivery and Deployment | #AskRaghav,Automation Step by Step,494000,5887,275,10,en,60,Continuous Integration/Continuous Deployment,know Difference Continuous Integration Delivery Deployment  AskRaghav
11829,The IDEAL & Practical CI / CD Pipeline - Concepts Overview,Be A Better Dev,195000,425490,10135,204,en,1356,Continuous Integration/Continuous Deployment,IDEAL  Practical CI  CD Pipeline  Concepts Overview
11830,Continuous Integration | Continuous Delivery | Deployment,learnprograming byluckysir,132000,1081,18,0,en,338,Continuous Integration/Continuous Deployment,Continuous Integration  Continuous Delivery  Deployment
11831,"Continuous Integration, Continuous Deployment (CI-CD) with Azure DevOps",Frank Boucher,12800,216841,3219,234,en,805,Continuous Integration/Continuous Deployment,Continuous Integration Continuous Deployment CICD Azure DevOps
11832,"Continuous integration, delivery, deployment, and testing explained",DevOps Toolkit,60600,16274,682,66,en,1445,Continuous Integration/Continuous Deployment,Continuous integration delivery deployment testing explained
11833,76. Continuous integration and deployment in Azure Data Factory,WafaStudies,73400,81184,928,152,en,3113,Continuous Integration/Continuous Deployment,76 Continuous integration deployment Azure Data Factory
11834,Continuous Integration (CI) vs Continuous Delivery (CD) vs Continuous Deployment (CD),T3P - Technology To The Point,15700,110,2,0,en,66,Continuous Integration/Continuous Deployment,Continuous Integration CI vs Continuous Delivery CD vs Continuous Deployment CD
11835,Continuous Integration & Continuous Deployment: CICD,linuxhint,49000,37120,342,6,Unknown,218,Continuous Integration/Continuous Deployment,Continuous Integration  Continuous Deployment CICD
11836,CI CD Pipeline Using Jenkins | Continuous Integration and Deployment | Intellipaat,Intellipaat,7930000,88177,1315,85,en,4930,Continuous Integration/Continuous Deployment,CI CD Pipeline Jenkins  Continuous Integration Deployment  Intellipaat
11837,Part1-SDET Essentials | Jenkins Build & Delivery Pipeline | CI & CD | How to create Jenkins Pipeline,SDET- QA,648000,353151,5460,173,en,2422,Continuous Integration/Continuous Deployment,Part1SDET Essentials  Jenkins Build  Delivery Pipeline  CI  CD  create Jenkins Pipeline
11838,5 Ways to DevOps-ify your App - Github Actions Tutorial,Fireship,2680000,640796,23808,281,en,732,Continuous Integration/Continuous Deployment,5 Ways DevOpsify App  Github Actions Tutorial
11839,Top 10 Rules For Continuous Integration,Continuous Delivery,190000,26950,1053,65,en,1067,Continuous Integration/Continuous Deployment,10 Rules Continuous Integration
11840,GitLab CI CD Tutorial for Beginners [Crash Course],TechWorld with Nana,972000,943531,19272,635,en,4140,Continuous Integration/Continuous Deployment,GitLab CI CD Tutorial Beginners Crash Course
11842,Continuous integration + continuous delivery with Jenkins | DevNation Tech Talk,Red Hat Developer,20100,1733,13,1,en,2119,Continuous Integration/Continuous Deployment,Continuous integration  continuous delivery Jenkins  DevNation Tech Talk
11843,Azure DevOps - Create Continuous Integration Pipeline | Azure DevOps CI Pipeline,Fast Turtle,500,354,11,2,hi,388,Continuous Integration/Continuous Deployment,Azure DevOps  Create Continuous Integration Pipeline  Azure DevOps CI Pipeline
11844,CI/CD (Continuous Integration & Continuous Delivery) in Hindi,Tech Diversity,173,5512,147,9,hi,509,Continuous Integration/Continuous Deployment,CICD Continuous Integration  Continuous Delivery Hindi
11845,CI/CD Integration with TestGrid | Continuous Integration and Deployment | DevOps Tutorial |,TestGrid | End to End & On-Prem Testing Solutions,1110,171,0,0,Unknown,729,Continuous Integration/Continuous Deployment,CICD Integration TestGrid  Continuous Integration Deployment  DevOps Tutorial 
11846,Continuous Integration Tools,Udacity,591000,10010,44,0,Unknown,64,Continuous Integration/Continuous Deployment,Continuous Integration Tools
11848,شرح مفصل (CI/CD) Continuous Integration و continuous delivery  و continuous deployment,Abd AbuGhazaleh - عبد ابوغزالة,26100,22042,627,21,ar,852,Continuous Integration/Continuous Deployment,  CICD Continuous Integration  continuous delivery  continuous deployment
11849,What is CI/CD Pipeline | Continuous Development vs Continuous Deployment | Intellipaat,Intellipaat,7930000,2115,51,2,en,948,Continuous Integration/Continuous Deployment,CICD Pipeline  Continuous Development vs Continuous Deployment  Intellipaat
11850,What Are Microservices Really All About? (And When Not To Use It),ByteByteGo,608000,517149,15406,251,en,285,Microservices Architecture,Microservices About And Use It
11851,Microservices Explained in 5 Minutes,5 Minutes or Less,16300,530169,14256,373,en,317,Microservices Architecture,Microservices Explained 5 Minutes
11852,"Microservices explained - the What, Why and How?",TechWorld with Nana,972000,676404,21908,482,en,1110,Microservices Architecture,Microservices explained  What How
11853,What are Microservices?,IBM Technology,610000,237651,5942,128,en,398,Microservices Architecture,Microservices
11854,Monolithic vs Microservice Architecture: Which To Use and When?,Alex Hyett,15900,27764,959,58,en,643,Microservices Architecture,Monolithic vs Microservice Architecture Use When
11855,Microservices Full Course - Learn Microservices in 4 Hours | Microservices Tutorial | Edureka,edureka!,3900000,841624,9975,715,en,13175,Microservices Architecture,Microservices Course  Learn Microservices 4 Hours  Microservices Tutorial  Edureka
11856,What are Microservices | Microservices Architecture Training | Microservices Tutorial | Edureka,edureka!,3900000,538163,7018,115,en,1219,Microservices Architecture,Microservices  Microservices Architecture Training  Microservices Tutorial  Edureka
11857,Microservices Design Patterns | Microservices Architecture Patterns | Edureka,edureka!,3900000,213658,3333,48,en,1906,Microservices Architecture,Microservices Design Patterns  Microservices Architecture Patterns  Edureka
11858,Pt 3: Breaking Monoliths: From Monolithic to Microservices!,Glabay,149,31,3,0,en,6761,Microservices Architecture,Pt 3 Breaking Monoliths Monolithic Microservices
11859,What are Microservices?,Telusko,2180000,75606,1857,77,en,546,Microservices Architecture,Microservices
11860,What is a MICROSERVICE ARCHITECTURE and what are its advantages?,Gaurav Sen,542000,658213,15657,430,en,499,Microservices Architecture,MICROSERVICE ARCHITECTURE advantages
11861,Microservice Architecture and System Design with Python & Kubernetes – Full Course,freeCodeCamp.org,8830000,322155,9065,296,en,18251,Microservices Architecture,Microservice Architecture System Design Python  Kubernetes  Course
11862,When To Use Microservices (And When Not To!) • Sam Newman & Martin Fowler • GOTO 2020,GOTO Conferences,564000,527293,5946,141,en,2324,Microservices Architecture,Use Microservices And To  Sam Newman  Martin Fowler  GOTO 2020
11863,Microservices Architecture Online Training,Questpond,190000,7114,222,12,en,4040,Microservices Architecture,Microservices Architecture Online Training
11864,What is MicroService | MicroService Architecture | Java Techie,Java Techie,150000,63916,1218,65,en,1160,Microservices Architecture,MicroService  MicroService Architecture  Java Techie
11865,Which is better : microservices or monolithic architecture | Detailed analysis,IT k Funde,391000,73991,2869,166,en,1220,Microservices Architecture,better  microservices monolithic architecture  Detailed analysis
11866,My microservices architecture based .NET project at high level,Interview Happy,54500,16097,622,109,en,719,Microservices Architecture,microservices architecture based NET project high level
11867,How to Design Microservices Architecture? Uber Architecture - A Case Study | Tech Primers,Tech Primers,131000,273854,3078,145,en,547,Microservices Architecture,Design Microservices Architecture Uber Architecture  Case Study  Tech Primers
11868,Moving from MONOLITHS to MICROSERVICES 🎂 → 🍰🍰🍰,Gaurav Sen,542000,200528,5261,220,en,1165,Microservices Architecture,Moving MONOLITHS MICROSERVICES   
11869,Microservices Architecture - Implementation with Example – Part 1,Five Minute Tech,457,3306,43,4,Unknown,198,Microservices Architecture,Microservices Architecture  Implementation Example  1
11870,Microservices Full Course [2024] | Microservices Explained | Microservices Tutorial | Edureka,edureka!,3900000,35996,411,9,en,14245,Microservices Architecture,Microservices Course 2024  Microservices Explained  Microservices Tutorial  Edureka
11871,What is a Microservice architecture and it's advantages? ||Monolithic vs MicroServices.,Naveen AutomationLabs,362000,23573,619,58,en,1491,Microservices Architecture,Microservice architecture advantages Monolithic vs MicroServices
11872,Top 25 Microservice Interview Questions Answered - Java Brains,Java Brains,653000,554305,10009,502,en,2394,Microservices Architecture,25 Microservice Interview Questions Answered  Java Brains
11873,What are Microservices?,freeCodeCamp.org,8830000,288011,7172,117,en,228,Microservices Architecture,Microservices
11874,Microservices Explained and their Pros & Cons,Hussein Nasser,370000,54068,2156,95,en,1000,Microservices Architecture,Microservices Explained Pros  Cons
11875,Monolithic vs Microservice Architecture ✅,Akshit Madan,22300,2383,139,2,en,41,Microservices Architecture,Monolithic vs Microservice Architecture 
11876,System Design: TINDER as a microservice architecture,Gaurav Sen,542000,1162530,20189,1005,en,2201,Microservices Architecture,System Design TINDER microservice architecture
11877,Design Microservice Architectures the Right Way,InfoQ,227000,695285,13822,282,en,2910,Microservices Architecture,Design Microservice Architectures Right Way
11878,Building a microservice architecture with ASP.NET Core - Gill Cleeren - NDC London 2022,NDC Conferences,182000,52637,1137,41,en,3412,Microservices Architecture,Building microservice architecture ASPNET Core  Gill Cleeren  NDC London 2022
11879,Microservices Explained In 45 Seconds,Your Average Tech Bro,65300,38151,1711,14,en,46,Microservices Architecture,Microservices Explained 45 Seconds
11880,Microservices,KRAZAM,155000,3151737,101705,2389,en,189,Microservices Architecture,Microservices
11881,Java and Spring Boot Microservices | 10 Hour Full Course,Amigoscode,718000,267236,7666,302,en,8497,Microservices Architecture,Java Spring Boot Microservices  10 Hour Course
11882,Top 5 techniques for building the worst microservice system ever - William Brander - NDC London 2023,NDC Conferences,182000,204916,4162,251,en,2444,Microservices Architecture,5 techniques building worst microservice system  William Brander  NDC London 2023
11883,Serverless was a big mistake... says Amazon,Fireship,2680000,1356047,49317,1908,en,228,Microservices Architecture,Serverless big mistake says Amazon
11884,Top 6 Most Popular API Architecture Styles,ByteByteGo,608000,640473,25786,179,en,261,Microservices Architecture,6 Popular API Architecture Styles
11885,.NET Microservices – Full Course,Les Jackson,96500,1251191,32030,1225,Unknown,39958,Microservices Architecture,NET Microservices  Course
11886,Microservices vs API | Differences Between Microservice and API | Edureka,edureka!,3900000,383314,6848,94,en,834,Microservices Architecture,Microservices vs API  Differences Microservice API  Edureka
11887,Monolithic vs Microservices Architecture | Which should You use? | Edureka,edureka!,3900000,10744,148,1,en,683,Microservices Architecture,Monolithic vs Microservices Architecture  use  Edureka
11888,Mastering Chaos - A Netflix Guide to Microservices,InfoQ,227000,2254676,35120,529,en,3194,Microservices Architecture,Mastering Chaos  Netflix Guide Microservices
11889,Microservices using SpringBoot | Full Example,Daily Code Buffer,96500,1002129,23385,3066,en,4899,Microservices Architecture,Microservices SpringBoot  Example
11890,.NET Microservices – Full Course for Beginners,freeCodeCamp.org,8830000,325450,6774,176,en,25592,Microservices Architecture,NET Microservices  Course Beginners
11891,Designing a microservices architecture with DDD | Is DDD still useful?,Marco Lenzo,6930,14671,406,37,en,460,Microservices Architecture,Designing microservices architecture DDD  DDD useful
11892,Introduction to .NET Microservices (.NET 8),DotNetMastery,25600,75211,1847,102,en,28615,Microservices Architecture,Introduction NET Microservices NET 8
11893,Spring Boot Microservice Project Full Course in 6 Hours 🔥🔥🔥,Programming Techie,39600,529278,11694,587,en,22004,Microservices Architecture,Spring Boot Microservice Project Course 6 Hours 
11894,How to do Distributed Transactions the RIGHT way? Microservices,sudoCODE,102000,20965,687,27,en,786,Microservices Architecture,Distributed Transactions RIGHT way Microservices
11895,MICROSERVICES ARCHITECTURE | INTER MICROSERVICES COMMUNICATION | PART - 7,Tech Dummies Narendra L,153000,137274,2051,106,en,862,Microservices Architecture,MICROSERVICES ARCHITECTURE  INTER MICROSERVICES COMMUNICATION   7
11896,Microservice Tutorial for Beginners,Telusko,2180000,52395,1216,58,en,7653,Microservices Architecture,Microservice Tutorial Beginners
11897,The Saga Pattern in Microservices (EDA - part 2),A Dev' Story,49000,112879,2214,72,en,479,Microservices Architecture,Saga Pattern Microservices EDA  2
11898,Microservices Interview Questions and Answers for experienced and fresher | Most Asked | Code Decode,Code Decode,111000,144517,2514,191,en,1439,Microservices Architecture,Microservices Interview Questions Answers experienced fresher  Asked  Code Decode
11899,What is microservices architecture?,DevOps Toolkit,60600,8731,436,79,en,981,Microservices Architecture,microservices architecture
11900,What is Open Source Software,Brian Daigle,831,124433,1546,39,en,202,Open Source Software,Open Source Software
11901,Open Source Software,Tutorialspoint,3360000,86883,1304,31,Unknown,186,Open Source Software,Open Source Software
11902,The Rise Of Open-Source Software,CNBC,3270000,2475972,30366,2333,en,831,Open Source Software,Rise OpenSource Software
11903,Open Source Explained,IBM Technology,610000,36527,914,25,en,371,Open Source Software,Open Source Explained
11904,Open Source vs. Closed Source Software,GCFLearnFree,1040000,183594,1652,48,en,149,Open Source Software,Open Source vs Closed Source Software
11905,Top 10 Open Source Software Examples | DesignRush Trends,DesignRush,422,6522,56,2,Unknown,73,Open Source Software,10 Open Source Software Examples  DesignRush Trends
11906,OPEN SOURCE SOFTWARE?,BUDDHI IAS ACADEMY,87200,16103,749,17,hi,60,Open Source Software,OPEN SOURCE SOFTWARE
11907,10 very promising Open Source Projects you haven’t heard of,Fireship,2680000,809025,53670,701,en,339,Open Source Software,10 promising Open Source Projects havent heard
11908,7 Best OPEN SOURCE android apps not on the PLAYSTORE 2024,Hackmite,1330,159,7,2,en,237,Open Source Software,7 Best OPEN SOURCE android apps PLAYSTORE 2024
11909,What Is Open Source Software?,Honeypot,192000,14619,522,35,en,103,Open Source Software,Open Source Software
11910,The Open Source software I'm using in 2023 - Part 1!,Awesome Open Source,117000,493815,15858,558,en,2145,Open Source Software,Open Source software Im 2023  1
11911,Free and Open Source software licenses explained,The Linux Experiment,318000,67545,4323,279,en,924,Open Source Software,Free Open Source software licenses explained
11912,Top 10 Open Source Software Will Take Over in 2023!,Cyber Net,287,959,27,4,en,248,Open Source Software,10 Open Source Software 2023
11913,"All the OPEN SOURCE SOFTWARE I use on my servers, laptop & desktop",The Linux Experiment,318000,128007,5624,415,en,978,Open Source Software,OPEN SOURCE SOFTWARE use servers laptop  desktop
11914,Computer Basics - Difference between Freeware | Open-Source Software | Free Software |,Qushyka Education,98400,14626,236,9,en,358,Open Source Software,Computer Basics  Difference Freeware  OpenSource Software  Free Software 
11915,OPEN SOURCE alternatives to the MOST POPULAR productivity apps!,The Linux Experiment,318000,643535,25522,973,en,937,Open Source Software,OPEN SOURCE alternatives POPULAR productivity apps
11916,Our favourite Open Source software,LMG Clips,550000,172880,7222,595,en,250,Open Source Software,favourite Open Source software
11917,All about Open Source Project | How is it beneficial for students | Stipends,Apna College,4660000,172493,10529,556,Unknown,1197,Open Source Software,Open Source Project  beneficial students  Stipends
11918,55 Most Useful FREE SOFTWARE Everyone Should Know!,Brett In Tech,1360000,1241842,32837,477,en,2910,Open Source Software,55 Useful FREE SOFTWARE Know
11919,How open source saves users BILLIONS / year 👩‍💻 #technology #programming #software #opensource,Coding with Lewis,483000,489222,26764,200,Unknown,33,Open Source Software,open source saves users BILLIONS  year  technology programming software opensource
11920,open source software vs free software,PRATHAM MAURYA,148,9939,143,10,en,78,Open Source Software,open source software vs free software
11921,Switch to these open source apps if you're stuck on Windows or Mac OS!,The Linux Experiment,318000,484212,20894,1000,en,934,Open Source Software,Switch open source apps stuck Windows Mac OS
11922,What is an Open Source Software With Full Information? – [Hindi] – Quick Support,Quick Support,6810000,226803,10643,290,Unknown,532,Open Source Software,Open Source Software Information  Hindi  Quick Support
11923,The Making of GNU: The World's First Open-Source Software,ForrestKnight,485000,70415,3891,172,en,484,Open Source Software,Making GNU Worlds OpenSource Software
11924,The truth about Open Source 👩‍💻 #programming #tech #code #technology #software #developer #coding,Coding with Lewis,483000,267003,14021,214,Unknown,33,Open Source Software,truth Open Source  programming tech code technology software developer coding
11925,How Open-Source Software Can Change Our Lives | Brad Griffith | TEDxNewAlbany,TEDx Talks,39800000,27609,441,34,Unknown,783,Open Source Software,OpenSource Software Change Lives  Brad Griffith  TEDxNewAlbany
11926,Complete Guide to Open Source - How to Contribute,freeCodeCamp.org,8830000,602023,21377,546,en,2513,Open Source Software,Complete Guide Open Source  Contribute
11927,Contributing to Open Source will change your Life | How to Start? | Ali Solanki,Ali Solanki,60700,223582,8331,141,en,440,Open Source Software,Contributing Open Source change Life  Start  Ali Solanki
11928,Lecture 1 -  Open Source Software,Knowledge Nest,1420,1037,34,2,en,1409,Open Source Software,Lecture 1  Open Source Software
11929,This is the open source software I use each day in 2023...this is part 2 of the 2 part series. Enjoy,Awesome Open Source,117000,154925,4607,180,en,1831,Open Source Software,open source software use day 2023this 2 2 series Enjoy
11930,Top 3 Open Source Programs to contribute and Make Money 💰 #opensource,Cloud Champ,73600,57757,4550,72,en,51,Open Source Software,3 Open Source Programs contribute Money  opensource
11931,Beginner's Guide to Open Source Contribution 🖥️,Love Babbar,573000,149154,7504,767,en,780,Open Source Software,Beginners Guide Open Source Contribution 
11932,Contributing to Open Source Can Change Your Life - Here’s How to Do It,Ask Cloud Architech,18700,1054682,55026,917,en,198,Open Source Software,Contributing Open Source Change Life  Heres
11933,"Switch to these open-source apps...on Windows, macOS or Linux!",InfinitelyGalactic,86000,406886,16644,944,en,1397,Open Source Software,Switch opensource appson Windows macOS Linux
11934,Open Source is Everywhere! Why is Open Source Successful? | Open Source Contributions | @SCALER,SCALER,252000,33086,1984,12,en,60,Open Source Software,Open Source Everywhere Open Source Successful  Open Source Contributions  SCALER
11935,Software and Open Source Technologies MCQs,KeyPoints Education,579000,46310,2514,96,Unknown,1505,Open Source Software,Software Open Source Technologies MCQs
11936,The Best Free and Open Source Apps in 2023!,Sam Beckman,513000,266788,12277,351,en,466,Open Source Software,Best Free Open Source Apps 2023
11937,Top 10 Best FREE SOFTWARE For Your Computer (2023),Brett In Tech,1360000,223816,6825,144,en,554,Open Source Software,10 Best FREE SOFTWARE Computer 2023
11938,Why I DONT LIKE Open Source Software w/ Jonathan Blow | Prime Reacts,ThePrimeTime,265000,174113,4629,1037,en,1481,Open Source Software,DONT LIKE Open Source Software w Jonathan Blow  Prime Reacts
11939,How to start a tech company for FREE👩‍💻 #programming #technology #software #opensource #career,Coding with Lewis,483000,267934,25953,64,Unknown,38,Open Source Software,start tech company FREE programming technology software opensource career
11940,"What is Free and open-source software?, Explain Free and open-source software",Audioversity,42000,5876,38,1,Unknown,87,Open Source Software,Free opensource software Explain Free opensource software
11941,Why Open Source and Give Software Away?,Chris Titus Tech,556000,26599,1615,140,en,970,Open Source Software,Open Source Software Away
11942,What is Open Source and Why  is Contributing to Open Source Important?,Cloud Champ,73600,17137,771,22,en,41,Open Source Software,Open Source Contributing Open Source Important
11943,10 Free Software That Are Actually Great!,Brett In Tech,1360000,912227,22063,394,en,551,Open Source Software,10 Free Software Actually Great
11944,How to Open Source Like a Pro,Ben Awad,495000,527776,22516,761,en,521,Open Source Software,Open Source Like Pro
11945,Free and Open source Architecture software,InspirationTuts,283000,149590,2579,69,en,590,Open Source Software,Free Open source Architecture software
11946,"History of Gnu, Linux, Free and Open Source Software (Revolution OS)",Linux4UnMe,14000,267106,5120,512,Unknown,5110,Open Source Software,History Gnu Linux Free Open Source Software Revolution OS
11947,you don't use open source software? - satyam gandhi #satyamgandhi #upsc #shorts #upscvibes,UPSC Vibes,19000,2511802,146307,720,en,44,Open Source Software,use open source software  satyam gandhi satyamgandhi upsc shorts upscvibes
11948,IS OPEN SOURCE BETTER THAN PROPRIETARY SOFTWARE? #shorts,zyapguy,38600,5707,459,40,en,42,Open Source Software,OPEN SOURCE BETTER PROPRIETARY SOFTWARE shorts
11949,Best Free Open Source Apps For Android,HowToMen,730000,198657,11320,255,Unknown,619,Open Source Software,Best Free Open Source Apps Android
11950,What Is Version Control? | Git Version Control | Version Control In Software Engineering|Simplilearn,Simplilearn,3540000,125673,1873,40,en,436,Version Control Systems,Version Control  Git Version Control  Version Control Software EngineeringSimplilearn
11951,What is Git? Explained in 2 Minutes!,Programming with Mosh,3680000,471390,18906,350,en,160,Version Control Systems,Git Explained 2 Minutes
11952,Lecture 6: Version Control (git) (2020),Missing Semester,92900,641460,13612,303,en,5100,Version Control Systems,Lecture 6 Version Control git 2020
11953,Part1 | Git Tutorial | Introduction | Version Control Systems,SDET- QA,648000,129016,1602,72,en,1134,Version Control Systems,Part1  Git Tutorial  Introduction  Version Control Systems
11954,What Is Version Control | Version Control System | Version Control Git Tutorial | Intellipaat,Intellipaat,7930000,4881,43,7,en,1182,Version Control Systems,Version Control  Version Control System  Version Control Git Tutorial  Intellipaat
11955,What is Version Control and why you should ALWAYS use it | 2022,Brendan Dickinson,4970,6547,132,5,en,355,Version Control Systems,Version Control use  2022
11956,What is Version Control? - Fast Tech Skills,Hooman Mardox,68400,34230,341,5,en,408,Version Control Systems,Version Control  Fast Tech Skills
11957,Git and GitHub for Beginners - Crash Course,freeCodeCamp.org,8830000,3727011,85122,2729,en,4110,Version Control Systems,Git GitHub Beginners  Crash Course
11958,What is Version Control in Software Development? Simply Explained,Tech and Beyond With Moss,18000,3773,76,6,en,797,Version Control Systems,Version Control Software Development Simply Explained
11959,Version Control System Introduction - Georgia Tech - Software Development Process,Udacity,591000,92252,530,10,Unknown,162,Version Control Systems,Version Control System Introduction  Georgia Tech  Software Development Process
11960,Git Tutorial for Beginners: Learn Git in 1 Hour,Programming with Mosh,3680000,2080914,41288,1256,en,4153,Version Control Systems,Git Tutorial Beginners Learn Git 1 Hour
11961,Why to use GIT (version control system),Automation Step by Step,494000,48135,804,95,en,297,Version Control Systems,use GIT version control system
11962,What You Need to Learn about Version Control,CBT Nuggets,309000,3352,60,7,Unknown,276,Version Control Systems,Need Learn Version Control
11963,Centralized vs Distributed Version Control in 90 seconds,"Codebeamer, a PTC technology",2810,77507,376,27,Unknown,92,Version Control Systems,Centralized vs Distributed Version Control 90 seconds
11964,Version Control in in Software Engineering | Software Engineering Tutorials,Last moment tuitions,1010000,48443,818,18,Unknown,173,Version Control Systems,Version Control Software Engineering  Software Engineering Tutorials
11965,Git Tutorial Part 1: What is Version Control?,LearnWebCode,337000,266628,4511,106,Unknown,576,Version Control Systems,Git Tutorial 1 Version Control
11966,Git for Professionals Tutorial - Tools & Concepts for Mastering Version Control with Git,freeCodeCamp.org,8830000,1486715,37014,455,en,2442,Version Control Systems,Git Professionals Tutorial  Tools  Concepts Mastering Version Control Git
11967,Centralized version control system vs Distributed Version Control system,SureshKumar Mylam,307,6947,94,3,Unknown,785,Version Control Systems,Centralized version control system vs Distributed Version Control system
11968,What's version control?,Salesforce Ben,16400,1761,41,1,en,23,Version Control Systems,Whats version control
11969,Learn Git In 15 Minutes,Colt Steele,258000,1949460,48509,1243,Unknown,959,Version Control Systems,Learn Git 15 Minutes
11970,Git For Beginners 2023,Telusko,2180000,77487,1819,92,en,7237,Version Control Systems,Git Beginners 2023
11971,What is Version Control | Version Control System in Hindi,Aman Jat,13000,18767,396,5,hi,404,Version Control Systems,Version Control  Version Control System Hindi
11972,Git Version Control Tutorial | Using Git | Git Basics | Git Repository Tutorial |Edureka DevOps Live,edureka!,3900000,12803,202,4,en,1995,Version Control Systems,Git Version Control Tutorial  Git  Git Basics  Git Repository Tutorial Edureka DevOps Live
11973,How do I learn the GIT version control system easily?,codebasics,909000,15633,687,15,en,46,Version Control Systems,learn GIT version control system easily
11974,Software version control process|Software version control in software engineering,Last Night Study,90400,2963,37,3,en,212,Version Control Systems,Software version control processSoftware version control software engineering
11975,1.Introduction to Version control system | GIT Tutorial | Ravindrababu Ravula,Ravindrababu Ravula,669000,11784,268,23,en,197,Version Control Systems,1Introduction Version control system  GIT Tutorial  Ravindrababu Ravula
11976,(4) ما هو ال Version Control و Git و Github! مهم جدًا لأي مبرمج للعمل في الشركات,Tarek Alabd,67600,5412,323,13,ar,932,Version Control Systems,4    Version Control  Git  Github       
11977,VRGit: A Version Control System for Collaborative Content Creation in Virtual Reality,ACM SIGCHI,20700,236,3,0,en,31,Version Control Systems,VRGit Version Control System Collaborative Content Creation Virtual Reality
11978,Intro to Web Development - Version Control Systems - Git & GitHub,Dev Esteban,1730,402,28,6,en,2353,Version Control Systems,Intro Web Development  Version Control Systems  Git  GitHub
11979,Git Tutorial 1: What is git / What is version control system?,codebasics,909000,132621,1496,64,Unknown,333,Version Control Systems,Git Tutorial 1 git  version control system
11980,Types of Version Control System,P,124,2698,41,0,Unknown,135,Version Control Systems,Types Version Control System
11981,What is Version Control ? GitHub ? #Shorts #PWSkills,College Wallah,540000,51996,5186,79,Unknown,51,Version Control Systems,Version Control  GitHub  Shorts PWSkills
11982,What is Git -  A Quick Introduction to the Git Version Control System,Paul Programming,81000,165242,2156,51,Unknown,275,Version Control Systems,Git  Quick Introduction Git Version Control System
11983,Integrating a Version Control System (VCS) with webMethods Service Designer | Software AG,SOFTWARE AG,19200,2091,17,4,en,244,Version Control Systems,Integrating Version Control System VCS webMethods Service Designer  Software AG
11984,What is Version Control? - Git Guides (2020),Atlassian,204000,35116,362,8,en,354,Version Control Systems,Version Control  Git Guides 2020
11985,IntelliJ IDEA. Introduction to Version Control Systems,IntelliJ IDEA by JetBrains,108000,40406,386,4,en,493,Version Control Systems,IntelliJ IDEA Introduction Version Control Systems
11986,#03 Types of version control system | Version control system | Version control | Git | RedSysTech,RedSysTech,2860,1165,29,3,en,472,Version Control Systems,03 Types version control system  Version control system  Version control  Git  RedSysTech
11987,Version Control Systems - Altium Academy,Altium Academy,57100,2399,39,2,en,552,Version Control Systems,Version Control Systems  Altium Academy
11989,Introduction to Git - The Popular Version Control System - The Power behind Open Source repo GitHub,Cognitive Programmer,25700,9061,175,10,en,676,Version Control Systems,Introduction Git  Popular Version Control System  Power Open Source repo GitHub
11990,Part 2 | What is Distributed Version Control System | Centralised Vs Distributed Version Control |,Testing Mini Bytes,14200,1310,37,3,en,560,Version Control Systems,2  Distributed Version Control System  Centralised Vs Distributed Version Control 
